text,intent,sentiment
Invoice INV5bbc0146: I was charged extra for my ZENDOffice Net 1G plan in Thailand.,Billing,Neutral
Inquiry TKT15d584cb: Tell me about ZENDOffice Net 1G plans in USA.,Product Inquiry,Happy
Refund ticket TKT349ce77e: Why no refund for ZENDArchive Storage in India?,Refund,Neutral
Ticket TKTd9cd7dc3: Very frustrated with ZENDBiz Connect 500 service.,Complaint,Angry
Refund ticket TKTdaefad95: Why no refund for Postpaid Gold in Thailand?,Refund,Neutral
Refund ticket TKT0e6fa2ce: Why no refund for ZENDCloud VM Basic in India?,Refund,Angry
Invoice INVeffe3ad3: My ZENDIndustrial Sensor bill in Singapore seems incorrect.,Billing,Neutral
Issue ID TKTcba3a985: Facing problem with Postpaid Gold.,Technical,Angry
Refund ticket TKT8e2e022e: Why no refund for ZENDArchive Storage in Thailand?,Refund,Neutral
Ticket TKT457048fa: My ZENDSmart Parking service in India is not working.,Technical,Neutral
Invoice INV9fd3883d: Explain charges for ZENDCloud VM Basic under individual account.,Billing,Neutral
Invoice INV94999aa9: My ZENDEnterprise Ultra bill in Thailand seems incorrect.,Billing,Angry
Invoice INV3a0d4891: Explain charges for ZENDIndustrial Sensor under individual account.,Billing,Neutral
Ticket TKT1b2f2f5e: My ZENDCloud VM Enterprise service in Thailand is not working.,Technical,Neutral
Invoice INV42bd2956: Explain charges for Postpaid Silver under individual account.,Billing,Neutral
Invoice INV0ab5c4a7: Explain charges for ZENDIndustrial Sensor under individual account.,Billing,Angry
Request TKTc4d7fa9a: Does Postpaid Silver support premium features?,Product Inquiry,Neutral
Invoice INV047a260f: I was charged extra for my Postpaid Gold plan in USA.,Billing,Neutral
Invoice INV060f102a: I was charged extra for my Postpaid Gold plan in Thailand.,Billing,Neutral
Ticket TKT46a4d6ec: My ZENDBiz Connect 100 service in Thailand is not working.,Technical,Neutral
Ticket TKTdb14c812: Cannot access Prepaid Basic for enterprise account.,Technical,Neutral
Ticket TKTbdfb54be: Very frustrated with ZENDOffice Net 1G service.,Complaint,Angry
Inquiry TKT7fc145eb: Tell me about ZENDEnterprise Ultra plans in Thailand.,Product Inquiry,Neutral
Ticket TKT274d06c4: My Postpaid Silver service in Thailand is not working.,Technical,Neutral
Issue ID TKT126813f7: Facing problem with Prepaid Unlimited.,Technical,Neutral
Invoice INVb5572154: My ZENDIndustrial Sensor bill in USA seems incorrect.,Billing,Neutral
Refund request TKTe2cbbc89: I want refund for Postpaid Silver used in USA.,Refund,Neutral
Invoice INVd1e8aeb8: I was charged extra for my ZENDOffice Net 500 plan in Singapore.,Billing,Neutral
Invoice INV161ad68b: I was charged extra for my ZENDArchive Storage plan in Singapore.,Billing,Neutral
Request TKTfdd1786c: Does ZENDIndustrial Sensor support premium features?,Product Inquiry,Neutral
Ticket TKTd91bdcaa: Please process refund for ZENDSmart Parking.,Refund,Neutral
Issue ID TKT6832d6b4: Facing problem with ZENDFiber Home 100 Mbps.,Technical,Neutral
Ticket TKT6b8f0f10: Please process refund for ZENDSmart Traffic.,Refund,Angry
Invoice INV261a6b36: I was charged extra for my Postpaid Platinum plan in Thailand.,Billing,Neutral
Ticket TKTf09c3123: Please process refund for ZENDFiber Home 1 Gbps.,Refund,Angry
Inquiry TKTf469be3f: Tell me about ZENDBiz Connect 100 plans in Thailand.,Product Inquiry,Happy
Invoice INV3f580687: Explain charges for ZENDArchive Storage under enterprise account.,Billing,Neutral
Ticket TKT788d6998: Cannot access ZENDSmart Parking for individual account.,Technical,Neutral
Refund request TKTd36f7ffe: I want refund for ZENDBiz Connect 500 used in India.,Refund,Neutral
Complaint ID TKTe92b9c8d: Poor experience with ZENDOffice Net 500.,Complaint,Angry
Refund ticket TKTd0e67868: Why no refund for ZENDFiber Home 100 Mbps in Singapore?,Refund,Angry
Ticket TKTd02767e1: Cannot access ZENDFiber Home 300 Mbps for enterprise account.,Technical,Neutral
Invoice INVbc35cf21: I was charged extra for my ZENDOffice Net 500 plan in Thailand.,Billing,Angry
Ticket TKT5704d4ed: Very frustrated with Postpaid Gold service.,Complaint,Neutral
Refund request TKT551dd7b6: I want refund for ZENDSmart Parking used in Thailand.,Refund,Neutral
Invoice INV947a9704: Explain charges for ZENDSmart Traffic under enterprise account.,Billing,Neutral
Invoice INVf07daa62: My ZENDCloud VM Enterprise bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKT7f56c114: My ZENDCloud VM Basic service in Thailand is not working.,Technical,Neutral
Ticket TKTa2da4e35: My ZENDSmart Parking service in Singapore is not working.,Technical,Angry
Complaint ID TKT103ee759: Poor experience with ZENDIndustrial Sensor.,Complaint,Angry
Refund ticket TKT9cce5ccb: Why no refund for ZENDEnterprise Ultra in USA?,Refund,Neutral
Invoice INV2b7da383: I was charged extra for my ZENDCloud VM Pro plan in India.,Billing,Neutral
Complaint TKT3c9faa58: I am disappointed with ZENDSmart Lighting in Thailand.,Complaint,Neutral
Refund request TKTd3185184: I want refund for ZENDOffice Net 200 used in Thailand.,Refund,Neutral
Complaint ID TKTb18c52b8: Poor experience with ZENDBiz Connect 500.,Complaint,Angry
Invoice INVf44099e3: I was charged extra for my ZENDBiz Connect 100 plan in Singapore.,Billing,Neutral
Complaint TKT5271626c: I am disappointed with ZENDStorage 1TB in India.,Complaint,Angry
Inquiry ID TKT61fd7663: Need pricing details of ZENDStorage 10TB.,Product Inquiry,Happy
Complaint ID TKT6724de4d: Poor experience with ZENDEnterprise Dedicated.,Complaint,Neutral
Ticket TKTafdb0ca8: Very frustrated with ZENDFiber Home 100 Mbps service.,Complaint,Neutral
Ticket TKT9cc5db65: Very frustrated with ZENDFleet IoT service.,Complaint,Angry
Invoice INV7c68068e: My Postpaid Silver bill in India seems incorrect.,Billing,Neutral
Complaint TKTcd31b29b: I am disappointed with ZENDBiz Connect 100 in USA.,Complaint,Angry
Complaint ID TKT36717a69: Poor experience with ZENDBiz Connect 500.,Complaint,Neutral
Ticket TKT22b07a17: Very frustrated with Prepaid Basic service.,Complaint,Angry
Invoice INV42c899f9: Explain charges for Prepaid Unlimited under individual account.,Billing,Neutral
Complaint ID TKTf6ac2882: Poor experience with ZENDSmart Parking.,Complaint,Angry
Invoice INV104d1f9c: My ZENDCloud VM Enterprise bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV753bfe91: I was charged extra for my ZENDFiber Home 300 Mbps plan in Singapore.,Billing,Angry
Request TKT3997d297: Does ZENDEnterprise Dedicated support premium features?,Product Inquiry,Happy
Request TKTf6269059: Does Prepaid Basic support premium features?,Product Inquiry,Neutral
Inquiry TKT28a9ffb9: Tell me about ZENDSmart Lighting plans in India.,Product Inquiry,Happy
Ticket TKT8a2704ea: Please process refund for ZENDSmart Parking.,Refund,Neutral
Invoice INV4d174ddd: I was charged extra for my ZENDEnterprise Dedicated plan in Thailand.,Billing,Neutral
Complaint TKTe36a03a4: I am disappointed with ZENDSmart Traffic in India.,Complaint,Angry
Ticket TKT56d6c040: Very frustrated with ZENDStorage 1TB service.,Complaint,Neutral
Ticket TKT8d320df5: Please process refund for ZENDSmart Parking.,Refund,Neutral
Refund ticket TKTfcc2fb5d: Why no refund for ZENDStorage 10TB in India?,Refund,Neutral
Invoice INVd90d01f5: I was charged extra for my ZENDCloud VM Basic plan in India.,Billing,Angry
Ticket TKT28297ce6: Cannot access ZENDFleet IoT for individual account.,Technical,Neutral
Ticket TKT44858a77: Cannot access ZENDSmart Traffic for individual account.,Technical,Neutral
Invoice INVe2cc80ed: I was charged extra for my ZENDBiz Connect 1G plan in India.,Billing,Angry
Ticket TKT959bf1f1: My ZENDStorage 10TB service in India is not working.,Technical,Neutral
Complaint ID TKTbc584cea: Poor experience with ZENDFiber Home 1 Gbps.,Complaint,Neutral
Ticket TKT50a04b0e: Cannot access ZENDOffice Net 500 for enterprise account.,Technical,Neutral
Refund request TKT22f18d93: I want refund for ZENDArchive Storage used in USA.,Refund,Neutral
Inquiry ID TKT15d3226b: Need pricing details of ZENDBiz Connect 1G.,Product Inquiry,Neutral
Request TKT762cef97: Does Postpaid Gold support premium features?,Product Inquiry,Happy
Ticket TKTb989df43: My ZENDBiz Connect 100 service in Thailand is not working.,Technical,Neutral
Ticket TKT3cb16851: My ZENDStorage 10TB service in Thailand is not working.,Technical,Neutral
Refund request TKT519a8cb3: I want refund for Prepaid Plus used in Thailand.,Refund,Neutral
Refund request TKTc0859425: I want refund for ZENDSmart Parking used in USA.,Refund,Angry
Invoice INV5c30af14: I was charged extra for my Prepaid Basic plan in USA.,Billing,Neutral
Ticket TKTcaaa80d2: My Prepaid Unlimited service in Singapore is not working.,Technical,Neutral
Ticket TKT155ab2ca: Cannot access ZENDArchive Storage for individual account.,Technical,Angry
Invoice INVeb19da3f: My ZENDStorage 10TB bill in USA seems incorrect.,Billing,Neutral
Invoice INV0cad040d: Explain charges for ZENDSmart Lighting under enterprise account.,Billing,Neutral
Invoice INV50edc8fd: My ZENDEnterprise Dedicated bill in USA seems incorrect.,Billing,Neutral
Inquiry TKTf68b8e0c: Tell me about ZENDSmart Lighting plans in USA.,Product Inquiry,Happy
Issue ID TKTb3208e53: Facing problem with ZENDFleet IoT.,Technical,Neutral
Ticket TKTb47072f3: Cannot access Prepaid Unlimited for enterprise account.,Technical,Neutral
Ticket TKTa2bcb4d1: Cannot access Prepaid Unlimited for enterprise account.,Technical,Neutral
Complaint TKTdcfa02ec: I am disappointed with ZENDSmart Lighting in Thailand.,Complaint,Neutral
Invoice INVc73f0375: Explain charges for ZENDBiz Connect 1G under individual account.,Billing,Neutral
Request TKT28b2d7ed: Does ZENDBiz Connect 1G support premium features?,Product Inquiry,Neutral
Refund request TKT16e81f79: I want refund for Prepaid Unlimited used in India.,Refund,Neutral
Invoice INVd7a132ec: Explain charges for ZENDBiz Connect 500 under individual account.,Billing,Angry
Ticket TKTccea4a74: Very frustrated with Prepaid Plus service.,Complaint,Neutral
Invoice INV5d26f9fc: I was charged extra for my ZENDFiber Home 100 Mbps plan in USA.,Billing,Angry
Ticket TKTec41493a: My ZENDCloud VM Basic service in USA is not working.,Technical,Angry
Ticket TKT35622dca: Please process refund for ZENDSmart Traffic.,Refund,Angry
Refund ticket TKT630b5b06: Why no refund for ZENDStorage 1TB in Thailand?,Refund,Neutral
Ticket TKT4d76f017: Very frustrated with ZENDFleet IoT service.,Complaint,Neutral
Inquiry TKT355b0d44: Tell me about Postpaid Platinum plans in Thailand.,Product Inquiry,Happy
Request TKT7ec25899: Does ZENDEnterprise Ultra support premium features?,Product Inquiry,Happy
Issue ID TKT6f05a2c8: Facing problem with Prepaid Unlimited.,Technical,Neutral
Inquiry ID TKTf0b4623a: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Happy
Ticket TKTdd07c503: My ZENDEnterprise Ultra service in Singapore is not working.,Technical,Neutral
Inquiry TKTbff4eb12: Tell me about ZENDFiber Home 1 Gbps plans in India.,Product Inquiry,Neutral
Inquiry ID TKTe9eabcc6: Need pricing details of Prepaid Unlimited.,Product Inquiry,Neutral
Invoice INV51aa92d6: Explain charges for ZENDOffice Net 1G under individual account.,Billing,Angry
Ticket TKT6923ba43: My ZENDEnterprise Ultra service in India is not working.,Technical,Neutral
Issue ID TKTe29222f7: Facing problem with Postpaid Gold.,Technical,Neutral
Issue ID TKT9de3df28: Facing problem with ZENDFiber Home 300 Mbps.,Technical,Angry
Ticket TKT6b959f63: Cannot access Postpaid Platinum for individual account.,Technical,Neutral
Inquiry TKT68613170: Tell me about ZENDBiz Connect 1G plans in Singapore.,Product Inquiry,Neutral
Inquiry ID TKTea898b13: Need pricing details of ZENDBiz Connect 1G.,Product Inquiry,Neutral
Ticket TKTf8de19ce: Very frustrated with ZENDCloud VM Basic service.,Complaint,Neutral
Issue ID TKT352604c3: Facing problem with ZENDSmart Lighting.,Technical,Neutral
Refund request TKT7deae015: I want refund for ZENDFleet IoT used in Singapore.,Refund,Angry
Complaint ID TKT8a7316df: Poor experience with ZENDSmart Parking.,Complaint,Neutral
Ticket TKT378d0c6c: Very frustrated with ZENDCloud VM Enterprise service.,Complaint,Angry
Inquiry TKT08feaa6a: Tell me about ZENDEnterprise Ultra plans in Thailand.,Product Inquiry,Neutral
Ticket TKT26b0f77f: My Postpaid Gold service in India is not working.,Technical,Neutral
Issue ID TKT6eb3719b: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Complaint ID TKT7d3d0803: Poor experience with Postpaid Platinum.,Complaint,Angry
Invoice INV9ca4304a: My ZENDOffice Net 500 bill in Thailand seems incorrect.,Billing,Neutral
Inquiry TKTbe726a9e: Tell me about ZENDOffice Net 500 plans in India.,Product Inquiry,Neutral
Complaint ID TKTc449e8d8: Poor experience with ZENDCloud VM Enterprise.,Complaint,Angry
Request TKTd65535e2: Does ZENDCloud VM Basic support premium features?,Product Inquiry,Neutral
Ticket TKT1e3ae945: Please process refund for ZENDSmart Traffic.,Refund,Neutral
Inquiry TKT915eb77e: Tell me about Prepaid Plus plans in India.,Product Inquiry,Neutral
Invoice INV5571e34a: I was charged extra for my Postpaid Silver plan in India.,Billing,Neutral
Inquiry ID TKT194c97a0: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Neutral
Inquiry TKTfb4b0902: Tell me about ZENDCloud VM Basic plans in Thailand.,Product Inquiry,Neutral
Complaint ID TKT06a5e094: Poor experience with ZENDSmart Traffic.,Complaint,Angry
Inquiry TKT43d7cad3: Tell me about Postpaid Platinum plans in India.,Product Inquiry,Neutral
Inquiry ID TKT1a401843: Need pricing details of ZENDBiz Connect 1G.,Product Inquiry,Neutral
Ticket TKTa16d9561: Cannot access ZENDArchive Storage for enterprise account.,Technical,Neutral
Invoice INVacea0a9b: Explain charges for ZENDIndustrial Sensor under enterprise account.,Billing,Angry
Ticket TKT73599b0e: My ZENDBiz Connect 500 service in India is not working.,Technical,Neutral
Invoice INV17c7910e: Explain charges for ZENDFiber Home 1 Gbps under individual account.,Billing,Neutral
Invoice INVddabe9e8: I was charged extra for my ZENDArchive Storage plan in Singapore.,Billing,Angry
Invoice INVb66b607c: Explain charges for ZENDSmart Traffic under enterprise account.,Billing,Neutral
Ticket TKTa7e46793: My Postpaid Silver service in USA is not working.,Technical,Neutral
Complaint ID TKT0c7d6e43: Poor experience with ZENDBiz Connect 1G.,Complaint,Angry
Complaint TKTb7c39fcf: I am disappointed with ZENDFiber Home 1 Gbps in India.,Complaint,Neutral
Refund request TKTf0007c01: I want refund for ZENDOffice Net 1G used in India.,Refund,Angry
Ticket TKTb5f0ef2b: Please process refund for ZENDCloud VM Pro.,Refund,Neutral
Invoice INV28865054: Explain charges for ZENDIndustrial Sensor under enterprise account.,Billing,Angry
Refund request TKTe99f1085: I want refund for ZENDBiz Connect 1G used in India.,Refund,Neutral
Complaint ID TKT5aeba3f7: Poor experience with ZENDSmart Lighting.,Complaint,Angry
Ticket TKTae07fc2b: Please process refund for ZENDEnterprise Ultra.,Refund,Neutral
Invoice INVa514c15a: I was charged extra for my Prepaid Unlimited plan in Thailand.,Billing,Neutral
Invoice INV446e275f: Explain charges for ZENDOffice Net 1G under enterprise account.,Billing,Angry
Ticket TKT8de07f33: Very frustrated with ZENDBiz Connect 1G service.,Complaint,Neutral
Invoice INV0bc9cf83: Explain charges for ZENDEnterprise Dedicated under enterprise account.,Billing,Neutral
Inquiry ID TKTce6316f7: Need pricing details of ZENDBiz Connect 1G.,Product Inquiry,Neutral
Refund ticket TKT8c819d10: Why no refund for ZENDEnterprise Dedicated in India?,Refund,Neutral
Refund ticket TKT0bebbe5c: Why no refund for Prepaid Unlimited in Singapore?,Refund,Neutral
Issue ID TKT9e1533f5: Facing problem with ZENDSmart Traffic.,Technical,Angry
Request TKTd672adc1: Does ZENDCloud VM Basic support premium features?,Product Inquiry,Neutral
Refund ticket TKT2efd0339: Why no refund for ZENDBiz Connect 1G in Singapore?,Refund,Neutral
Issue ID TKT0d0bf10f: Facing problem with ZENDSmart Lighting.,Technical,Neutral
Complaint TKT80444974: I am disappointed with ZENDFiber Home 300 Mbps in USA.,Complaint,Angry
Complaint TKTd27d137f: I am disappointed with ZENDSmart Parking in USA.,Complaint,Angry
Complaint TKT3f969745: I am disappointed with ZENDOffice Net 200 in Singapore.,Complaint,Neutral
Inquiry ID TKT38fdbc11: Need pricing details of ZENDBiz Connect 1G.,Product Inquiry,Neutral
Ticket TKTc8db02f3: Very frustrated with ZENDEnterprise Dedicated service.,Complaint,Angry
Issue ID TKTcbae57c8: Facing problem with Postpaid Platinum.,Technical,Neutral
Inquiry ID TKT7aa90a7a: Need pricing details of ZENDCloud VM Enterprise.,Product Inquiry,Neutral
Issue ID TKTe9054a3d: Facing problem with ZENDCloud VM Enterprise.,Technical,Neutral
Ticket TKT1a3afd15: Cannot access Postpaid Gold for enterprise account.,Technical,Neutral
Invoice INV22dcb420: My Postpaid Platinum bill in Thailand seems incorrect.,Billing,Neutral
Invoice INV150761c1: I was charged extra for my Postpaid Silver plan in Thailand.,Billing,Neutral
Ticket TKT0f3cdbd7: Very frustrated with ZENDOffice Net 500 service.,Complaint,Angry
Refund ticket TKT826892c8: Why no refund for ZENDOffice Net 200 in Singapore?,Refund,Neutral
Invoice INV9625c6e7: My ZENDCloud VM Enterprise bill in USA seems incorrect.,Billing,Neutral
Refund request TKTa394f9cc: I want refund for ZENDBiz Connect 1G used in Thailand.,Refund,Neutral
